core:YR,core:MO,core:DY,core:HR,core:LAT,core:LON,core:IM,core:ATTC,core:TI,core:LI,core:DS,core:VS,core:NID,core:II,core:ID,core:C1,core:DI,core:D,core:WI,core:W,core:VI,core:VV,core:WW,core:W1,core:SLP,core:A,core:PPP,core:IT,core:AT,core:WBTI,core:WBT,core:DPTI,core:DPT,core:SI,core:SST,core:N,core:NH,core:CL,core:HI,core:H,core:CM,core:CH,core:WD,core:WP,core:WH,core:SD,core:SP,core:SH,c1:ATTI,c1:ATTL,c1:BSI,c1:B10,c1:B1,c1:DCK,c1:SID,c1:PT,c1:DUPS,c1:DUPC,c1:TC,c1:PB,c1:WX,c1:SX,c1:C2,c1:SQZ,c1:SQA,c1:AQZ,c1:AQA,c1:UQZ,c1:UQA,c1:VQZ,c1:VQA,c1:PQZ,c1:PQA,c1:DQZ,c1:DQA,c1:ND,c1:SF,c1:AF,c1:UF,c1:VF,c1:PF,c1:RF,c1:ZNC,c1:WNC,c1:BNC,c1:XNC,c1:YNC,c1:PNC,c1:ANC,c1:GNC,c1:DNC,c1:SNC,c1:CNC,c1:ENC,c1:FNC,c1:TNC,c1:QCE,c1:LZ,c1:QCZ,c5:OS,c5:OP,c5:FM,c5:IMMV,c5:IX,c5:W2,c5:WMI,c5:SD2,c5:SP2,c5:SH2,c5:IS,c5:ES,c5:RS,c5:IC1,c5:IC2,c5:IC3,c5:IC4,c5:IC5,c5:IR,c5:RRR,c5:TR,c5:NU,c5:QCI,c5:QI1,c5:QI2,c5:QI3,c5:QI4,c5:QI5,c5:QI6,c5:QI7,c5:QI8,c5:QI9,c5:QI10,c5:QI11,c5:QI12,c5:QI13,c5:QI14,c5:QI15,c5:QI16,c5:QI17,c5:QI18,c5:QI19,c5:QI20,c5:QI21,c5:HDG,c5:COG,c5:SOG,c5:SLL,c5:SLHH,c5:RWD,c5:RWS,c5:QI22,c5:QI23,c5:QI24,c5:QI25,c5:QI26,c5:QI27,c5:QI28,c5:QI29,c5:RH,c5:RHI,c5:AWSI,c5:IMONO,c6:CCCC,c6:BUID,c6:FBSRC,c6:BMP,c6:BSWU,c6:SWU,c6:BSWV,c6:SWV,c6:BSAT,c6:BSRH,c6:SRH,c6:BSST,c6:MST,c6:BMSH,c6:BY,c6:BM,c6:BD,c6:BH,c6:BFL,c7:MDS,c7:C1M,c7:OPM,c7:KOV,c7:COR,c7:TOB,c7:TOT,c7:EOT,c7:LOT,c7:TOH,c7:EOH,c7:SIM,c7:LOV,c7:DOS,c7:HOP,c7:HOT,c7:HOB,c7:HOA,c7:SMF,c7:SME,c7:SMV,c8:OTV,c8:OTZ,c8:OSV,c8:OSZ,c8:OOV,c8:OOZ,c8:OPV,c8:OPZ,c8:OSIV,c8:OSIZ,c8:ONV,c8:ONZ,c8:OPHV,c8:OPHZ,c8:OCV,c8:OCZ,c8:OAV,c8:OAZ,c8:OPCV,c8:OPCZ,c8:ODV,c8:ODZ,c8:PUID,c9:CCe,c9:WWe,c9:Ne,c9:NHe,c9:He,c9:CLe,c9:CMe,c9:CHe,c9:AM,c9:AH,c9:UM,c9:UH,c9:SBI,c9:SA,c9:RI,c95:ICNR,c95:FNR,c95:DPRO,c95:DPRP,c95:UFR,c95:MFGR,c95:MFGSR,c95:MAR,c95:MASR,c95:BCR,c95:ARCR,c95:CDR,c95:ASIR,c96:ICNI,c96:FNI,c96:JVAD,c96:VAD,c96:IVAU1,c96:JVAU1,c96:VAU1,c96:IVAU2,c96:JVAU2,c96:VAU2,c96:IVAU3,c96:JVAU3,c96:VAU3,c96:VQC,c96:ARCI,c96:CDI,c96:ASII,c97:ICNE,c97:FNE,c97:CEF,c97:ERRD,c97:ARCE,c97:CDE,c97:ASIE,c98:ATTI,c98:ATTL,c98:UID,c98:RN1,c98:RN2,c98:RN3,c98:RSA,c98:IRF,c99
1899,1,3,0.0,-26.5,56.5,1,3,0,1,,,,,,,3,113,5,12.3,,,,,1011.0,,,0,23.8,,,,,,25.400000000000002,8,,,,,,,,,,,,,1,65,,399,66,193,1,0,1,2,,1,,,,18,8,,,,,,,,,,,1,1,1,1,1,1,15,1,1,10,10,10,1,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHBJ,3,0,0,2,1,99 0                     106595    &5                           3119
1899,1,3,0.0,-29.5,178.5,1,3,0,0,,,,9,10399,03,1,135,5,15.4,,94,80,,,,,,23.3,,,,,0,23.900000000000002,7,,,,,4,4,,,,,,,1,65,,411,98,201,91,5,1,2,,,,,,19,9,,,,,,,,,,,2,1,1,1,3,15,15,1,1,1,1,10,10,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHBK,3,0,0,2,1,99 0  J  %  1039911039999 1390 043  98  1207     74  00753239 -     8
1899,1,3,0.0,-35.0,309.0,1,3,0,2,,,,,,,1,360,6,12.3,,,,,1009.5,,,,23.3,,,,,10,22.200000000000003,3,,,,,,,,,,,,,1,65,,460,51,156,4,,0,,,,,,,19,4,,,,,,,,,,,1,1,1,1,1,1,15,1,1,10,10,10,1,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHBM,3,0,0,2,1,99 0 123  7
1899,1,3,0.0,-39.0,305.0,1,3,0,2,,,,,,,1,270,6,1.0,,,,,1003.0,,,,19.8,,,,,10,16.3,3,,,,,,,,,,,,,1,65,,460,95,156,4,,0,,,,,,,18,4,,,,,,,,,,,1,1,1,1,1,1,15,1,1,10,10,10,1,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHBL,3,0,0,2,1,99 0 010  7
1899,1,3,0.0,-40.0,8.0,1,3,0,2,,,,,,,1,292,6,9.3,,,,,1013.1,,,,12.5,,,,,10,11.0,8,,,,,,,,,,,,,1,65,,502,8,156,4,,0,,,,,,,17,4,,,,,,,,,,,1,1,1,1,1,1,15,1,1,10,10,10,1,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHBQ,3,0,0,2,1,99 0 092  7
1899,1,3,0.0,-41.0,302.0,1,3,0,2,,,,,,,1,157,6,9.3,,,,,1006.1,,,,13.8,,,,,10,14.0,5,,,,,,,,,,,,,1,65,,496,18,156,4,,0,,,,,,,18,4,,,,,,,,,,,1,1,1,1,1,1,15,1,1,10,10,10,1,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHBN,3,0,0,2,1,99 0 092  7
1899,1,3,0.0,-42.0,304.0,1,3,0,2,,,,,,,1,202,6,2.6,,,,,1005.7,,,,13.4,,,,,10,12.200000000000001,2,,,,,,,,,,,,,1,65,,496,26,156,4,,0,,,,,,,17,4,,,,,,,,,,,1,1,1,1,1,1,15,1,1,10,10,10,1,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHBO,3,0,0,2,1,99 0 025  7
1899,1,3,0.0,-43.0,8.0,1,3,0,2,,,,,,,1,292,6,9.3,,,,,1005.1,,,,10.0,,,,,10,8.1,3,,,,,,,,,,,,,1,65,,502,38,156,4,,0,,,,,,,18,6,,,,,,,,,,,1,1,1,1,1,1,15,1,1,10,10,10,1,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHBP,3,0,0,2,1,99 0 092  7
1899,1,3,0.0,-54.5,242.5,1,3,0,0,,,,9,10322,03,1,270,5,12.3,,97,0,,,,,,10.600000000000001,,,,,0,8.9,6,,,,,4,4,,,,,,,1,65,,526,47,201,91,5,1,2,,,,,,18,9,,,,,,,,,,,2,5,3,1,1,15,15,1,1,1,1,10,10,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHBR,3,0,0,2,1,99 0  J  %  1032211032299 1491 034  47  2406     51  00489999 -     7
1899,1,3,0.0,-55.0,300.0,1,3,0,2,,,,,,,1,270,6,6.7,,,,,1001.2,,,,7.300000000000001,,,,,10,7.2,5,,,,,,,,,,,,,1,65,,531,50,156,4,,0,,,,,,,18,4,,,,,,,,,,,2,1,1,1,1,1,15,1,1,10,10,10,1,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHBU,3,0,0,2,1,99 0 066  7
1899,1,3,0.0,-56.0,291.0,1,3,0,2,,,,,,,1,247,6,12.3,,,,,,,,,6.300000000000001,,,,,10,6.800000000000001,8,,,,,,,,,,,,,1,65,,531,69,156,4,,0,,,,,,,17,4,,,,,,,,,,,2,1,1,1,1,15,15,1,1,10,10,10,10,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHBS,3,0,0,2,1,99 0 123  7
1899,1,3,0.0,-56.0,294.0,1,3,0,2,,,,,,,1,270,6,9.3,,,,,997.1,,,,6.0,,,,,10,7.0,8,,,,,,,,,,,,,1,65,,531,66,156,4,,0,,,,,,,18,3,,,,,,,,,,,2,1,1,1,1,1,15,1,1,10,10,10,1,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHBT,3,0,0,2,1,99 0 092  7
1899,1,3,,-63.67,160.05,1,3,,4,,,3,10,SouthernC,03,,,,,,,,,1001.1,,,4,0.0,,,,,,-1.1,,,,,,,,,,,,,,1,65,,554,30,246,167,1,1,2,,,,,,,,,,,,,,,,,,,12,12,15,15,12,15,7,10,10,10,10,1,1,10,10,1,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,CZR8BQ,3,0,0,2,1,"99 0               3  63 40 160 36 29.566 29.594 29.546     32     33     27     30     30     29 1.025                                     WNW backing to WSW     3-1      10       s ""Deep-sea temperatures at:  500 mtrs-35.2°, 300 mtrs-33.8°, 150 mtrs-32.0°, 50 mtrs-29.3° """
1899,1,3,0.2,-70.22,273.07,1,2,0,3,,,3,10,Belgica,,,,,,,,,,988.2,,,,,,,,,,,,,,,,,,,,,,,,1,65,,601,6,246,127,1,0,,,,,,,,,,,,,,,,,,,2,15,15,15,15,12,15,1,10,10,10,10,1,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHBW,3,0,0,2,1,
1899,1,3,1.0,56.5,337.5,1,3,0,0,,,,9,10366,03,1,169,5,19.0,,94,80,,,,,,5.0,,,,,0,8.9,8,,,,,4,4,,,,,,,1,65,,139,62,201,91,5,1,2,,,,,,17,6,,,,,,,,,,,1,1,1,1,1,15,15,1,1,1,1,10,10,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHBY,3,0,0,2,1,99 0  J  %  103661103669901183 026  62  1508     41  00483239       9
1899,1,3,1.0,50.5,337.5,1,3,0,1,,,,,,,3,248,5,19.0,,,,,1005.4000000000001,,,0,12.8,,,,,10,12.600000000000001,8,,,,,,,,,,,,,1,65,,139,2,193,1,0,1,2,,1,,,,20,3,,,,,,,,,,,1,1,1,1,1,1,15,1,1,10,10,10,1,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHBX,3,0,0,2,1,99 0                  403608537    &7                           1311
1899,1,3,1.0,48.5,338.5,1,3,0,1,,,,,,,3,248,5,12.3,,,,,1011.7,,,0,13.700000000000001,,,,,,12.5,0,,,,,,,,,,,,,1,65,,175,81,193,1,0,0,,,1,,,,19,3,,,,,,,,,,,1,1,1,1,1,1,15,1,1,10,10,10,1,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHBZ,3,0,0,2,1,99 0                 0207606586    05                           0017
1899,1,3,1.0,48.0,349.0,1,3,0,2,,,,,,,1,292,6,12.3,,,,,,,,,10.3,,,,,10,12.0,8,,,,,,,,,,,,,1,65,,176,81,156,4,,0,,,,,,,19,3,,,,,,,,,,,1,1,1,1,1,15,15,1,1,10,10,10,10,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHC0,3,0,0,2,1,99 0 123  7
1899,1,3,1.0,47.5,351.5,1,3,0,1,,,,,,,3,315,5,15.4,,,,,1014.8000000000001,,,0,11.100000000000001,,,,,,11.700000000000001,8,,,,,,,,,,,,,1,65,,177,78,193,1,0,0,,,1,,,,18,3,,,,,,,,,,,1,1,1,1,1,1,15,1,1,10,10,10,1,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHC2,3,0,0,2,1,99 0                     607610    &7     04                    1293
1899,1,3,1.0,45.5,351.5,1,3,0,0,,,,9,10339,03,1,225,5,15.4,,97,80,,,,,,8.3,,,,,0,10.0,8,,,,,4,4,,,,,,,1,65,,177,58,201,91,5,1,2,,,,,,14,3,,,,,,,,,,,1,1,1,1,1,15,15,1,1,1,1,10,10,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHC1,3,0,0,2,1,99 0  J  %  1033911033999 11454026  58  2007     47  00509239       9                          01
1899,1,3,1.0,39.5,286.5,1,3,0,0,,,,9,10325,03,1,259,5,2.6,,97,0,,,,,,-0.6000000000000001,,,,,,,1,,,,,4,4,,,,,,,1,65,,206,93,201,91,5,1,2,,,,,,,,,,,,,,,,,,1,15,1,1,1,15,15,1,1,1,1,10,10,1,10,10,10,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHC4,3,0,0,2,1,99 0  @  %  103251103259901116 025  93  2302     31  00009999       2
1899,1,3,1.0,36.5,348.5,1,3,0,0,,,,9,10367,03,1,11,5,2.6,,97,0,,,,,,16.1,,,,,0,17.2,8,,,,,4,4,,,,,,,1,65,,212,61,201,91,5,1,2,,,,,,20,3,,,,,,,,,,,1,1,1,1,1,15,15,1,1,1,1,10,10,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHC7,3,0,0,2,1,99 0  J  %  103671103679901110 026  61  0102     61  79639999       9
1899,1,3,1.0,34.5,169.5,1,3,0,1,2,4,,10,01200167,,3,180,5,15.4,,,,,1014.4000000000001,,,0,16.0,,,,,10,17.400000000000002,8,,,,,,,,,,,,,1,65,,194,49,192,1,0,1,2,,,,,,18,12,,,,,,,,,,,2,1,1,1,1,1,15,1,1,10,10,10,1,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHC3,3,0,0,2,1,99 0     624         0120016707  609    -                2    142103
1899,1,3,1.0,31.5,337.5,1,3,0,1,,,,10,01091077,,3,135,5,9.3,,,,,,,,0,17.0,,,,,,19.0,,,,,,,,,,,,,,1,65,,211,12,192,1,0,1,2,,,,,,19,5,,,,,,,,,,,1,1,1,1,1,15,15,1,1,10,10,10,10,1,10,10,1,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHC5,3,0,0,2,1,99 0                 0109107705         4    284                1184
1899,1,3,1.0,31.5,344.5,1,3,0,1,,,,,,,3,68,5,6.7,,,,,,,,0,17.3,,,,,10,18.6,5,,,,,,,,,,,,,1,65,,212,15,193,1,0,1,2,,,,,,19,4,,,,,,,,,,,1,1,1,1,1,15,15,1,1,10,10,10,10,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHC6,3,0,0,2,1,99 0                     604       63                           1194
1899,1,3,1.0,28.5,344.5,1,3,0,0,,,,9,10335,03,1,68,5,2.6,,97,0,,,,,,17.8,,,,,,,4,,,,,4,4,,,,,,,1,65,,248,85,201,91,5,1,2,,,,,,,,,,,,,,,,,,1,15,1,1,1,15,15,1,1,1,1,10,10,1,10,10,10,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHC9,3,0,0,2,1,99 0  @  %  1033511033599 1074 026  85  0602     64  00009999       5
1899,1,3,1.0,25.5,343.5,1,3,0,0,,,,9,10310,03,1,68,5,12.3,,94,10,,,,,,18.900000000000002,,,,,0,19.400000000000002,0,,,,,,,,,,,,,1,65,,248,56,201,91,5,1,2,,,,,,19,5,,,,,,,,,,,1,1,1,1,1,15,15,1,1,1,1,10,10,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHC8,3,0,0,2,1,99 0  J  %  1031011031099 1074 026  56  0606     66  00673999       1
1899,1,3,1.0,12.5,47.5,1,3,0,1,,,,,,,3,90,5,9.3,,,,,1015.4000000000001,,,0,23.400000000000002,,,,,10,24.5,7,,,,,,,,,,,,,1,65,,254,27,193,1,0,1,2,,1,,,,18,5,,,,,,,,,,,1,1,1,1,1,1,15,1,1,10,10,10,1,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHCA,3,0,0,2,1,99 0                     105634    94                           3057
1899,1,3,1.0,12.5,342.5,1,3,0,0,,,,9,10340,03,1,34,5,4.6000000000000005,,97,0,,,,,,21.700000000000003,,,,,0,21.700000000000003,0,,,,,,,,,,,,,1,65,,284,27,201,91,5,1,2,,,,,,16,6,,,,,,,,,,,1,1,1,1,1,15,15,1,1,1,1,10,10,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHCC,3,0,0,2,1,99 0  J  %  1034011034099 1038 026  27  0303     71  00719999       1
1899,1,3,1.0,11.5,52.5,1,3,0,1,,,,,,,3,45,5,6.7,,,,,1014.3000000000001,,,0,21.700000000000003,,,,,10,22.900000000000002,6,,,,,,,,,,,,,1,65,,255,12,193,1,0,1,2,,1,,,,16,5,,,,,,,,,,,1,2,4,1,1,1,15,1,1,10,10,10,1,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHCB,3,0,0,2,1,99 0                     104626    83                           3052
1899,1,3,1.0,10.5,343.5,1,3,0,0,,,,9,10377,03,1,362,5,0.0,,94,10,,,,,,24.400000000000002,,,,,0,25.0,0,,,,,,,,,,,,,1,65,,284,6,201,91,5,1,2,,,,,,18,6,,,,,,,,,,,1,1,1,1,1,15,15,1,2,1,1,10,10,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHCD,3,0,0,2,1,99 0  J  %  1037711037799 1038 026  06  9900     76  00773999       1
1899,1,3,1.0,-8.5,165.5,1,3,0,1,6,1,,10,01200454,,3,338,5,2.6,,,,8,1005.3000000000001,,,0,29.1,,,,,10,28.5,6,,,,,,,,,,,,,1,65,,338,85,192,1,0,1,2,,,,,,17,16,,,,,,,,,,,2,1,1,1,1,1,15,1,1,10,10,1,1,1,10,10,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,15,05JHCE,3,0,0,2,1,99 0     661         0120045402  541    8    042        8     275011
